"","total","spread","parent_id","curated","rank"
"ASV403",41,1,"ASV403","parent",403
"ASV404",41,1,"ASV404","parent",404
"ASV405",41,1,"ASV405","parent",405
"ASV406",41,1,"ASV2","merged",406
"ASV407",40,1,"ASV407","parent",408
"ASV408",40,1,"ASV408","parent",409
"ASV409",40,1,"ASV409","parent",410
"ASV411",40,1,"ASV411","parent",411
"ASV412",40,1,"ASV122","merged",412
"ASV413",39,1,"ASV413","parent",413
"ASV414",39,1,"ASV414","parent",414
"ASV415",39,1,"ASV415","parent",415
"ASV416",39,1,"ASV416","parent",416
"ASV417",39,1,"ASV417","parent",417
"ASV418",39,1,"ASV418","parent",418
"ASV419",39,1,"ASV419","parent",419
"ASV420",39,1,"ASV420","parent",420
"ASV421",39,1,"ASV2","merged",421
"ASV422",38,1,"ASV422","parent",423
"ASV423",38,1,"ASV423","parent",424
"ASV425",38,1,"ASV425","parent",425
"ASV426",38,1,"ASV8","merged",426
"ASV427",38,1,"ASV369","merged",427
"ASV428",37,1,"ASV428","parent",428
"ASV429",37,1,"ASV429","parent",429
"ASV430",37,1,"ASV430","parent",430
"ASV431",37,1,"ASV431","parent",431
"ASV432",37,1,"ASV432","parent",432
"ASV433",37,1,"ASV433","parent",433
"ASV434",37,1,"ASV434","parent",434
"ASV435",36,1,"ASV435","parent",435
"ASV436",36,1,"ASV436","parent",436
"ASV437",36,1,"ASV437","parent",437
"ASV438",36,1,"ASV438","parent",438
"ASV439",35,1,"ASV439","parent",439
"ASV440",35,1,"ASV440","parent",440
"ASV441",35,1,"ASV79","merged",441
"ASV442",34,1,"ASV442","parent",442
"ASV443",34,1,"ASV443","parent",443
"ASV444",34,1,"ASV444","parent",444
"ASV445",34,1,"ASV369","merged",445
"ASV446",33,1,"ASV446","parent",447
"ASV447",33,1,"ASV447","parent",448
"ASV449",33,1,"ASV449","parent",449
"ASV450",33,1,"ASV450","parent",450
"ASV451",33,1,"ASV451","parent",451
"ASV452",33,1,"ASV452","parent",452
"ASV453",33,1,"ASV2","merged",453
"ASV454",32,1,"ASV454","parent",454
"ASV455",32,1,"ASV455","parent",455
"ASV456",32,1,"ASV456","parent",456
"ASV457",32,1,"ASV457","parent",457
"ASV458",31,1,"ASV458","parent",458
"ASV459",31,1,"ASV459","parent",459
"ASV460",31,1,"ASV460","parent",460
"ASV461",31,1,"ASV461","parent",461
"ASV462",31,1,"ASV462","parent",462
"ASV463",30,1,"ASV463","parent",463
"ASV464",30,1,"ASV464","parent",464
"ASV465",30,1,"ASV465","parent",465
"ASV466",29,1,"ASV466","parent",466
"ASV467",29,1,"ASV467","parent",467
"ASV468",29,1,"ASV468","parent",468
"ASV469",29,1,"ASV469","parent",469
"ASV470",29,1,"ASV470","parent",470
"ASV471",29,1,"ASV471","parent",471
"ASV472",29,1,"ASV472","parent",472
"ASV473",29,1,"ASV473","parent",473
"ASV474",28,1,"ASV474","parent",474
"ASV475",28,1,"ASV475","parent",475
"ASV476",28,1,"ASV476","parent",476
"ASV477",28,1,"ASV2","merged",477
"ASV478",28,1,"ASV478","parent",478
"ASV479",27,1,"ASV479","parent",480
"ASV480",27,1,"ASV480","parent",481
"ASV482",27,1,"ASV482","parent",482
"ASV483",26,1,"ASV483","parent",483
"ASV484",26,1,"ASV484","parent",484
"ASV485",26,1,"ASV485","parent",485
"ASV486",25,1,"ASV486","parent",487
"ASV487",25,1,"ASV487","parent",488
"ASV488",25,1,"ASV488","parent",489
"ASV489",25,1,"ASV489","parent",490
"ASV490",25,1,"ASV490","parent",491
"ASV491",25,1,"ASV491","parent",492
"ASV492",25,1,"ASV492","parent",493
"ASV493",25,1,"ASV493","parent",494
"ASV495",25,1,"ASV495","parent",495
"ASV496",24,1,"ASV496","parent",496
"ASV497",24,1,"ASV497","parent",497
"ASV498",24,1,"ASV498","parent",498
"ASV499",24,1,"ASV499","parent",499
"ASV500",23,1,"ASV500","parent",501
"ASV501",23,1,"ASV501","parent",502
"ASV502",23,1,"ASV502","parent",503
"ASV503",23,1,"ASV503","parent",504
"ASV505",23,1,"ASV505","parent",505
"ASV506",23,1,"ASV506","parent",506
"ASV507",23,1,"ASV507","parent",507
"ASV508",22,1,"ASV508","parent",508
"ASV509",22,1,"ASV509","parent",509
"ASV510",22,1,"ASV510","parent",510
"ASV511",22,1,"ASV511","parent",511
"ASV512",21,1,"ASV512","parent",512
"ASV513",21,1,"ASV513","parent",513
"ASV514",21,1,"ASV514","parent",514
"ASV515",21,1,"ASV515","parent",515
"ASV516",21,1,"ASV516","parent",516
"ASV517",21,1,"ASV517","parent",517
"ASV518",21,1,"ASV518","parent",518
"ASV519",21,1,"ASV519","parent",519
"ASV520",21,1,"ASV520","parent",520
"ASV521",21,1,"ASV521","parent",521
"ASV522",20,1,"ASV522","parent",522
"ASV523",20,1,"ASV523","parent",523
"ASV524",20,1,"ASV524","parent",524
"ASV525",20,1,"ASV525","parent",525
"ASV526",20,1,"ASV526","parent",526
"ASV527",20,1,"ASV527","parent",527
"ASV528",20,1,"ASV528","parent",528
"ASV529",20,1,"ASV529","parent",529
"ASV530",20,1,"ASV530","parent",530
"ASV531",20,1,"ASV2","merged",531
"ASV532",19,1,"ASV532","parent",532
"ASV533",19,1,"ASV533","parent",533
"ASV534",19,1,"ASV534","parent",534
"ASV535",19,1,"ASV535","parent",535
"ASV536",19,1,"ASV536","parent",536
"ASV537",19,1,"ASV537","parent",537
"ASV538",19,1,"ASV538","parent",538
"ASV539",18,1,"ASV539","parent",539
"ASV540",18,1,"ASV540","parent",540
"ASV541",18,1,"ASV541","parent",541
"ASV542",18,1,"ASV542","parent",542
"ASV543",18,1,"ASV543","parent",543
"ASV544",18,1,"ASV544","parent",544
"ASV545",18,1,"ASV545","parent",545
"ASV546",18,1,"ASV546","parent",546
"ASV547",18,1,"ASV547","parent",547
"ASV548",18,1,"ASV548","parent",548
"ASV549",18,1,"ASV549","parent",549
"ASV550",18,1,"ASV550","parent",550
"ASV551",18,1,"ASV7","merged",551
"ASV552",17,1,"ASV552","parent",552
"ASV553",17,1,"ASV553","parent",553
"ASV554",17,1,"ASV554","parent",554
